"Localidade";"Ano";"Frota de Veículos - Total (número)";"População - Projeção  - Masculina - Total -UFRN (habitantes)";"Frota de Veículos - Automóvel (número)";"População - Projeção  - Feminina - Total - UFRN (habitantes)";"Frota de Veículos - Motocicleta (número)";"Frota de Veículos - Ônibus (número)"
"Bela Vista de Goiás";"2016";" 16.082 ";"14336";" 6.552 ";"13695";" 4.764 ";" 51 "
"Bela Vista de Goiás";"2017";" 16.846 ";"14575";" 6.879 ";"13949";" 4.928 ";" 56 "
"Bela Vista de Goiás";"2018";"17.632";"14816";"7.257";"14202";"5.070";"57"
"Bela Vista de Goiás";"2019";"18.360";"15052";"7.583";"14449";"5.175";"62"
"Bela Vista de Goiás";"2020";"19.162";"15282";"7.898";"14690";"5.311";"63"
"Bela Vista de Goiás";"2021";"20.073";"15509";"8.275";"14935";"5.485";"64"
"Bela Vista de Goiás";"2022";"20.773";"15729";"8.536";"15173";"5.606";"67"
"Bela Vista de Goiás";"2023";"21.790";"15943";"8.830";"15403";"5.843";"67"
"Bela Vista de Goiás";"2024";"22.941";"16151";"9.180";"15626";"6.100";"71"
"Bom Jardim de Goiás";"2014";"3.099";"4342";"912";"4220";"1.030";"34"
"Bom Jardim de Goiás";"2015";" 3.478 ";"4336";" 1.105 ";"4230";" 1.092 ";" 36 "
"Bom Jardim de Goiás";"2016";" 3.700 ";"4319";" 1.197 ";"4230";" 1.131 ";" 38 "
"Bom Jardim de Goiás";"2017";" 3.859 ";"4302";" 1.246 ";"4228";" 1.167 ";" 38 "
"Bom Jardim de Goiás";"2018";"4.067";"4285";"1.298";"4227";"1.188";"38"
"Bom Jardim de Goiás";"2019";"4.154";"4267";"1.318";"4226";"1.195";"38"
"Bom Jardim de Goiás";"2020";"4.294";"4250";"1.375";"4224";"1.211";"38"
"Bom Jardim de Goiás";"2021";"4.467";"4225";"1.424";"4214";"1.241";"39"
"Bom Jardim de Goiás";"2022";"4.639";"4200";"1.458";"4203";"1.250";"40"
"Bom Jardim de Goiás";"2023";"4.879";"4175";"1.468";"4192";"1.281";"40"
"Bom Jardim de Goiás";"2024";"5.021";"4148";"1.508";"4180";"1.298";"41"
"Bom Jesus de Goiás";"2014";"11.393";"11984";"4.874";"10965";"2.036";"95"
"Bom Jesus de Goiás";"2015";" 12.308 ";"12244";" 5.350 ";"11166";" 2.104 ";" 106 "
"Bom Jesus de Goiás";"2016";" 12.967 ";"12499";" 5.652 ";"11371";" 2.170 ";" 121 "
"Bom Jesus de Goiás";"2017";" 13.508 ";"12748";" 5.928 ";"11569";" 2.206 ";" 130 "
"Bom Jesus de Goiás";"2018";"14.190";"12998";"6.220";"11765";"2.269";"136"
"Bom Jesus de Goiás";"2019";"15.049";"13242";"6.584";"11954";"2.331";"154"
"Bom Jesus de Goiás";"2020";"15.889";"13481";"6.947";"12137";"2.406";"172"
"Bom Jesus de Goiás";"2021";"16.564";"13721";"7.192";"12327";"2.506";"174"
"Bom Jesus de Goiás";"2022";"17.497";"13955";"7.388";"12511";"2.632";"171"
"Bom Jesus de Goiás";"2023";"18.283";"14182";"7.623";"12687";"2.739";"169"
"Bom Jesus de Goiás";"2024";"19.076";"14402";"7.809";"12854";"2.871";"201"
"Bonfinópolis";"2014";"2.261";"4200";"993";"4255";"718";"10"
"Bonfinópolis";"2015";" 2.481 ";"4291";" 1.123 ";"4368";" 757 ";" 10 "
"Bonfinópolis";"2016";" 2.640 ";"4382";" 1.216 ";"4479";" 776 ";" 11 "
"Bonfinópolis";"2017";" 2.857 ";"4473";" 1.330 ";"4591";" 819 ";" 12 "
"Bonfinópolis";"2018";"3.046";"4564";"1.408";"4704";"872";"12"
"Bonfinópolis";"2019";"3.287";"4653";"1.547";"4817";"900";"11"
"Bonfinópolis";"2020";"3.526";"4741";"1.648";"4930";"967";"11"
"Bonfinópolis";"2021";"3.828";"4834";"1.780";"5045";"1.070";"11"
"Bonfinópolis";"2022";"4.144";"4924";"1.921";"5159";"1.154";"10"
"Bonfinópolis";"2023";"4.407";"5013";"2.026";"5273";"1.232";"10"
"Bonfinópolis";"2024";"4.800";"5100";"2.208";"5386";"1.331";"10"
"Bonópolis";"2014";"637";"1998";"177";"1826";"303";"6"
"Bonópolis";"2015";" 722 ";"2032";" 200 ";"1865";" 336 ";" 8 "
"Bonópolis";"2016";" 759 ";"2064";" 207 ";"1894";" 351 ";" 10 "
"Bonópolis";"2017";" 799 ";"2097";" 220 ";"1925";" 369 ";" 10 "
"Bonópolis";"2018";"850";"2130";"246";"1959";"383";"13"
"Bonópolis";"2019";"900";"2162";"263";"1995";"399";"13"
"Bonópolis";"2020";"955";"2194";"288";"2033";"406";"14"
"Bonópolis";"2021";"1.044";"2226";"319";"2062";"425";"14"
"Bonópolis";"2022";"1.103";"2256";"328";"2092";"452";"14"
"Bonópolis";"2023";"1.171";"2287";"347";"2124";"470";"14"
"Bonópolis";"2024";"1.254";"2316";"383";"2157";"491";"13"
"Brazabrantes";"2014";"1.079";"1722";"497";"1663";"277";"2"
"Brazabrantes";"2015";" 1.220 ";"1735";" 575 ";"1679";" 291 ";" 5 "
"Brazabrantes";"2016";" 1.299 ";"1744";" 619 ";"1689";" 297 ";" 5 "
"Brazabrantes";"2017";" 1.354 ";"1753";" 647 ";"1699";" 305 ";" 5 "
"Brazabrantes";"2018";"1.411";"1762";"687";"1710";"318";"10"
"Brazabrantes";"2019";"1.489";"1771";"732";"1722";"336";"8"
"Brazabrantes";"2020";"1.570";"1779";"769";"1734";"353";"7"
"Brazabrantes";"2021";"1.632";"1785";"807";"1740";"363";"6"
"Brazabrantes";"2022";"1.708";"1791";"843";"1746";"394";"6"
"Brazabrantes";"2023";"1.795";"1796";"878";"1753";"422";"7"
"Brazabrantes";"2024";"1.877";"1800";"890";"1761";"456";"6"
"Britânia";"2014";"2.101";"2862";"846";"2745";"598";"11"
"Britânia";"2015";" 2.316 ";"2865";" 963 ";"2748";" 614 ";" 12 "
"Britânia";"2016";" 2.466 ";"2859";" 1.045 ";"2741";" 641 ";" 12 "
"Britânia";"2017";" 2.620 ";"2853";" 1.136 ";"2735";" 650 ";" 12 "
"Britânia";"2018";"2.758";"2847";"1.214";"2730";"658";"14"
"Britânia";"2019";"2.854";"2842";"1.262";"2726";"665";"14"
"Britânia";"2020";"3.030";"2838";"1.336";"2722";"681";"14"
"Britânia";"2021";"3.214";"2825";"1.415";"2710";"710";"15"
"Britânia";"2022";"3.396";"2813";"1.489";"2699";"738";"16"
"Britânia";"2023";"3.597";"2800";"1.559";"2688";"777";"16"
"Britânia";"2024";"3.777";"2787";"1.606";"2677";"818";"17"
"Buriti Alegre";"2014";"4.540";"4624";"2.346";"4612";"803";"19"
"Buriti Alegre";"2015";" 5.025 ";"4627";" 2.654 ";"4615";" 836 ";" 21 "
"Buriti Alegre";"2016";" 5.228 ";"4622";" 2.758 ";"4613";" 853 ";" 21 "
"Buriti Alegre";"2017";" 5.458 ";"4615";" 2.917 ";"4609";" 860 ";" 22 "
"Buriti Alegre";"2018";"5.690";"4608";"3.059";"4604";"884";"21"
"Buriti Alegre";"2019";"5.963";"4600";"3.192";"4597";"897";"20"
"Buriti Alegre";"2020";"6.306";"4590";"3.354";"4588";"921";"19"
"Buriti Alegre";"2021";"6.530";"4575";"3.433";"4577";"951";"19"
"Buriti Alegre";"2022";"6.739";"4558";"3.502";"4563";"951";"18"
"Buriti Alegre";"2023";"6.985";"4540";"3.590";"4547";"972";"18"
"Buriti Alegre";"2024";"7.329";"4521";"3.728";"4529";"996";"16"
"Buriti de Goiás";"2014";"1.157";"1311";"479";"1242";"440";"2"
"Buriti de Goiás";"2015";" 1.329 ";"1304";" 568 ";"1243";" 483 ";" 2 "
"Buriti de Goiás";"2016";" 1.446 ";"1293";" 615 ";"1235";" 518 ";" 2 "
"Buriti de Goiás";"2017";" 1.547 ";"1282";" 656 ";"1228";" 538 ";" 2 "
"Buriti de Goiás";"2018";"1.659";"1271";"706";"1223";"561";"2"
"Buriti de Goiás";"2019";"1.786";"1261";"753";"1219";"587";"2"
"Buriti de Goiás";"2020";"1.881";"1251";"801";"1217";"600";"2"
"Buriti de Goiás";"2021";"1.945";"1238";"840";"1207";"601";"3"
"Buriti de Goiás";"2022";"2.042";"1225";"876";"1198";"627";"3"
"Buriti de Goiás";"2023";"2.082";"1212";"896";"1190";"631";"3"
"Buriti de Goiás";"2024";"2.157";"1199";"913";"1183";"656";"3"
"Buritinópolis";"2014";"622";"1733";"288";"1643";"209";"7"
"Buritinópolis";"2015";" 715 ";"1738";" 333 ";"1644";" 245 ";" 9 "
"Buritinópolis";"2016";" 795 ";"1733";" 374 ";"1641";" 258 ";" 8 "
"Buritinópolis";"2017";" 849 ";"1728";" 410 ";"1638";" 264 ";" 8 "
"Buritinópolis";"2018";"932";"1726";"459";"1635";"287";"8"
"Buritinópolis";"2019";"1.006";"1724";"504";"1632";"294";"9"
"Buritinópolis";"2020";"1.063";"1724";"529";"1630";"309";"9"
"Buritinópolis";"2021";"1.109";"1716";"563";"1624";"312";"9"
"Buritinópolis";"2022";"1.158";"1708";"595";"1617";"313";"9"
"Buritinópolis";"2023";"1.230";"1701";"624";"1611";"332";"9"
"Buritinópolis";"2024";"1.283";"1695";"650";"1605";"340";"9"
"Cabeceiras";"2014";"2.461";"3942";"1.280";"3762";"488";"24"
"Cabeceiras";"2015";" 2.649 ";"3967";" 1.398 ";"3794";" 507 ";" 24 "
"Cabeceiras";"2016";" 2.759 ";"3985";" 1.448 ";"3820";" 525 ";" 31 "
"Cabeceiras";"2017";" 2.809 ";"4000";" 1.478 ";"3844";" 531 ";" 35 "
"Cabeceiras";"2018";"2.868";"4016";"1.500";"3869";"535";"32"
"Cabeceiras";"2019";"2.935";"4030";"1.534";"3892";"541";"32"
"Cabeceiras";"2020";"3.013";"4043";"1.566";"3914";"556";"32"
"Cabeceiras";"2021";"3.171";"4051";"1.655";"3931";"569";"34"
"Cabeceiras";"2022";"3.306";"4056";"1.726";"3947";"588";"35"
"Cabeceiras";"2023";"3.428";"4061";"1.759";"3961";"602";"37"
"Cabeceiras";"2024";"3.568";"4063";"1.829";"3974";"620";"39"
"Cachoeira Alta";"2014";"3.723";"6315";"1.717";"5192";"793";"39"
"Cachoeira Alta";"2015";" 4.219 ";"6437";" 2.016 ";"5266";" 856 ";" 42 "
"Cachoeira Alta";"2016";" 4.497 ";"6543";" 2.145 ";"5338";" 890 ";" 91 "
"Cachoeira Alta";"2017";" 4.751 ";"6649";" 2.275 ";"5407";" 937 ";" 92 "
"Cachoeira Alta";"2018";"5.060";"6757";"2.447";"5474";"981";"74"
"Cachoeira Alta";"2019";"5.337";"6864";"2.588";"5538";"1.012";"77"
"Cachoeira Alta";"2020";"5.654";"6971";"2.766";"5599";"1.038";"78"
"Cachoeira Alta";"2021";"5.956";"7066";"2.891";"5660";"1.064";"77"
"Cachoeira Alta";"2022";"6.236";"7159";"2.998";"5718";"1.078";"84"
"Cachoeira Alta";"2023";"6.535";"7252";"3.134";"5772";"1.098";"81"
"Cachoeira Alta";"2024";"6.823";"7344";"3.204";"5822";"1.139";"80"
"Cachoeira de Goiás";"2014";"453";"730";"236";"699";"103";"2"
"Cachoeira de Goiás";"2015";" 500 ";"730";" 260 ";"701";" 112 ";" 2 "
"Cachoeira de Goiás";"2016";" 544 ";"723";" 283 ";"700";" 124 ";" 2 "
"Cachoeira de Goiás";"2017";" 573 ";"718";" 302 ";"699";" 126 ";" 2 "
"Cachoeira de Goiás";"2018";"575";"714";"305";"698";"131";"2"
"Cachoeira de Goiás";"2019";"582";"711";"300";"698";"134";"2"
"Cachoeira de Goiás";"2020";"609";"710";"313";"698";"138";"3"
"Cachoeira de Goiás";"2021";"647";"702";"325";"695";"148";"3"
"Cachoeira de Goiás";"2022";"690";"695";"338";"693";"153";"3"
"Cachoeira de Goiás";"2023";"731";"690";"357";"690";"158";"3"
"Cachoeira de Goiás";"2024";"736";"686";"355";"688";"159";"3"
"Cachoeira Dourada";"2014";"3.083";"4121";"1.527";"4115";"614";"35"
"Cachoeira Dourada";"2015";" 3.390 ";"4089";" 1.762 ";"4106";" 621 ";" 37 "
"Cachoeira Dourada";"2016";" 3.530 ";"4053";" 1.845 ";"4091";" 632 ";" 36 "
"Cachoeira Dourada";"2017";" 3.672 ";"4016";" 1.924 ";"4074";" 643 ";" 40 "
"Cachoeira Dourada";"2018";"3.816";"3978";"1.984";"4057";"656";"47"
"Cachoeira Dourada";"2019";"4.029";"3939";"2.049";"4039";"681";"49"
"Cachoeira Dourada";"2020";"4.222";"3899";"2.144";"4020";"706";"56"
"Cachoeira Dourada";"2021";"4.372";"3857";"2.202";"3996";"730";"56"
"Cachoeira Dourada";"2022";"4.487";"3815";"2.209";"3971";"741";"59"
"Cachoeira Dourada";"2023";"4.637";"3770";"2.238";"3945";"733";"57"
"Cachoeira Dourada";"2024";"4.985";"3725";"2.286";"3918";"757";"67"
"Caçu";"2014";"6.249";"7764";"2.718";"6746";"1.234";"37"
"Caçu";"2015";" 6.791 ";"7913";" 3.022 ";"6842";" 1.276 ";" 39 "
"Caçu";"2016";" 7.103 ";"8065";" 3.156 ";"6934";" 1.306 ";" 40 "
"Caçu";"2017";" 7.469 ";"8213";" 3.340 ";"7022";" 1.331 ";" 41 "
"Caçu";"2018";"7.758";"8359";"3.468";"7109";"1.353";"42"
"Caçu";"2019";"8.052";"8500";"3.591";"7192";"1.386";"49"
"Caçu";"2020";"8.470";"8637";"3.779";"7272";"1.425";"49"
"Caçu";"2021";"8.859";"8777";"3.964";"7349";"1.457";"50"
"Caçu";"2022";"9.198";"8912";"4.094";"7423";"1.471";"51"
"Caçu";"2023";"9.542";"9042";"4.191";"7492";"1.522";"54"
"Caçu";"2024";"9.930";"9167";"4.301";"7557";"1.580";"56"
"Caiapônia";"2014";"5.626";"8999";"2.235";"8615";"1.390";"12"
"Caiapônia";"2015";" 6.319 ";"9071";" 2.612 ";"8679";" 1.441 ";" 16 "
"Caiapônia";"2016";" 6.765 ";"9135";" 2.837 ";"8736";" 1.476 ";" 14 "
"Caiapônia";"2017";" 7.149 ";"9193";" 2.980 ";"8789";" 1.529 ";" 14 "
"Caiapônia";"2018";"7.734";"9250";"3.254";"8842";"1.598";"15"
"Caiapônia";"2019";"8.421";"9302";"3.599";"8891";"1.669";"16"
"Caiapônia";"2020";"8.971";"9351";"3.752";"8936";"1.730";"19"
"Caiapônia";"2021";"9.537";"9390";"3.960";"8973";"1.753";"23"
"Caiapônia";"2022";"10.089";"9424";"4.096";"9007";"1.791";"27"
"Caiapônia";"2023";"10.523";"9454";"4.210";"9037";"1.856";"30"
"Caiapônia";"2024";"10.872";"9479";"4.291";"9063";"1.934";"29"
"Caldas Novas";"2014";"52.851";"40088";"20.961";"40930";"15.584";"115"
"Caldas Novas";"2015";" 55.974 ";"41234";" 22.019 ";"42204";" 16.363 ";" 119 "
"Caldas Novas";"2016";" 58.228 ";"42396";" 22.729 ";"43495";" 16.998 ";" 119 "
"Caldas Novas";"2017";" 60.701 ";"43554";" 23.680 ";"44789";" 17.596 ";" 123 "
"Caldas Novas";"2018";"63.160";"44728";"24.587";"46106";"18.209";"129"
"Caldas Novas";"2019";"65.774";"45899";"25.642";"47426";"18.731";"134"
"Caldas Novas";"2020";"67.718";"47064";"26.551";"48749";"19.015";"132"
"Caldas Novas";"2021";"70.020";"48255";"27.509";"50096";"19.334";"141"
"Caldas Novas";"2022";"72.258";"49439";"28.213";"51443";"19.724";"151"
"Caldas Novas";"2023";"75.354";"50614";"29.223";"52790";"20.498";"148"
"Caldas Novas";"2024";"79.384";"51780";"30.514";"54133";"21.493";"165"
"Caldazinha";"2014";"1.611";"1757";"547";"1754";"712";"2"
"Caldazinha";"2015";" 1.743 ";"1769";" 612 ";"1780";" 748 ";" 3 "
"Caldazinha";"2016";" 1.799 ";"1776";" 641 ";"1799";" 749 ";" 3 "
"Caldazinha";"2017";" 1.836 ";"1784";" 667 ";"1818";" 757 ";" 3 "
"Caldazinha";"2018";"1.914";"1792";"702";"1838";"772";"3"
"Caldazinha";"2019";"1.989";"1800";"734";"1859";"778";"3"
"Caldazinha";"2020";"2.090";"1808";"773";"1881";"798";"5"
"Caldazinha";"2021";"2.205";"1813";"810";"1896";"838";"5"
"Caldazinha";"2022";"2.308";"1817";"842";"1912";"869";"5"
"Caldazinha";"2023";"2.477";"1822";"899";"1928";"910";"5"
"Caldazinha";"2024";"2.641";"1826";"961";"1944";"952";"5"
"Campestre de Goiás";"2014";"1.292";"1824";"496";"1678";"440";"6"
"Campestre de Goiás";"2015";" 1.414 ";"1830";" 553 ";"1690";" 461 ";" 6 "
"Campestre de Goiás";"2016";" 1.453 ";"1832";" 576 ";"1695";" 462 ";" 7 "
"Campestre de Goiás";"2017";" 1.496 ";"1833";" 597 ";"1701";" 473 ";" 7 "
"Campestre de Goiás";"2018";"1.564";"1834";"648";"1708";"477";"7"
"Campestre de Goiás";"2019";"1.638";"1835";"697";"1715";"488";"8"
"Campestre de Goiás";"2020";"1.677";"1836";"714";"1722";"490";"8"
"Campestre de Goiás";"2021";"1.741";"1833";"741";"1724";"507";"9"
"Campestre de Goiás";"2022";"1.822";"1830";"778";"1726";"512";"9"
"Campestre de Goiás";"2023";"1.896";"1826";"799";"1729";"533";"9"
"Campestre de Goiás";"2024";"1.997";"1823";"829";"1731";"568";"9"
"Campinaçu";"2014";"935";"1933";"321";"1754";"365";"6"
"Campinaçu";"2015";" 1.060 ";"1927";" 392 ";"1758";" 388 ";" 6 "
"Campinaçu";"2016";" 1.178 ";"1911";" 438 ";"1756";" 419 ";" 6 "
"Campinaçu";"2017";" 1.239 ";"1897";" 457 ";"1753";" 441 ";" 6 "
"Campinaçu";"2018";"1.315";"1884";"489";"1752";"462";"6"
"Campinaçu";"2019";"1.373";"1872";"529";"1751";"470";"6"
"Campinaçu";"2020";"1.467";"1861";"584";"1750";"479";"7"
"Campinaçu";"2021";"1.591";"1844";"636";"1745";"504";"7"
"Campinaçu";"2022";"1.651";"1827";"650";"1740";"514";"7"
"Campinaçu";"2023";"1.748";"1811";"690";"1735";"534";"7"
"Campinaçu";"2024";"1.877";"1796";"696";"1729";"569";"7"
"Campinorte";"2014";"4.912";"6087";"2.008";"5754";"1.434";"17"
"Campinorte";"2015";" 5.356 ";"6156";" 2.206 ";"5817";" 1.513 ";" 18 "
"Campinorte";"2016";" 5.619 ";"6218";" 2.331 ";"5872";" 1.556 ";" 18 "
"Campinorte";"2017";" 5.810 ";"6275";" 2.413 ";"5924";" 1.586 ";" 20 "
"Campinorte";"2018";"6.027";"6332";"2.551";"5975";"1.610";"26"
"Campinorte";"2019";"6.273";"6386";"2.672";"6024";"1.613";"26"
"Campinorte";"2020";"6.621";"6437";"2.851";"6070";"1.628";"28"
"Campinorte";"2021";"6.993";"6484";"2.989";"6110";"1.652";"31"
"Campinorte";"2022";"7.376";"6526";"3.136";"6147";"1.713";"35"
"Campinorte";"2023";"7.942";"6565";"3.320";"6181";"1.813";"35"
"Campinorte";"2024";"8.564";"6600";"3.517";"6212";"1.927";"43"
"Campo Alegre de Goiás";"2014";"2.361";"3480";"1.095";"3341";"435";"25"
"Campo Alegre de Goiás";"2015";" 2.623 ";"3564";" 1.229 ";"3431";" 470 ";" 26 "
"Campo Alegre de Goiás";"2016";" 2.835 ";"3644";" 1.338 ";"3515";" 486 ";" 27 "
"Campo Alegre de Goiás";"2017";" 3.014 ";"3723";" 1.410 ";"3600";" 507 ";" 29 "
"Campo Alegre de Goiás";"2018";"3.117";"3805";"1.460";"3687";"517";"29"
"Campo Alegre de Goiás";"2019";"3.225";"3886";"1.516";"3774";"515";"31"
"Campo Alegre de Goiás";"2020";"3.431";"3966";"1.594";"3862";"546";"33"
"Campo Alegre de Goiás";"2021";"3.586";"4048";"1.658";"3948";"569";"34"
"Campo Alegre de Goiás";"2022";"3.846";"4129";"1.745";"4035";"604";"38"
"Campo Alegre de Goiás";"2023";"4.096";"4209";"1.822";"4121";"628";"39"
"Campo Alegre de Goiás";"2024";"4.275";"4288";"1.868";"4207";"676";"41"
"Campo Limpo de Goiás";"2014";"2.067";"3492";"856";"3371";"522";"6"
"Campo Limpo de Goiás";"2015";" 2.259 ";"3558";" 956 ";"3439";" 551 ";" 6 "
"Campo Limpo de Goiás";"2016";" 2.421 ";"3617";" 1.051 ";"3504";" 566 ";" 7 "
"Campo Limpo de Goiás";"2017";" 2.528 ";"3676";" 1.103 ";"3567";" 575 ";" 7 "
"Campo Limpo de Goiás";"2018";"2.670";"3736";"1.189";"3632";"573";"7"
"Campo Limpo de Goiás";"2019";"2.832";"3796";"1.268";"3695";"582";"7"
"Campo Limpo de Goiás";"2020";"3.002";"3855";"1.350";"3758";"596";"9"
"Campo Limpo de Goiás";"2021";"3.273";"3910";"1.457";"3819";"644";"9"
"Campo Limpo de Goiás";"2022";"3.463";"3965";"1.515";"3878";"697";"9"
"Campo Limpo de Goiás";"2023";"3.754";"4019";"1.606";"3937";"739";"10"
"Campo Limpo de Goiás";"2024";"4.107";"4071";"1.717";"3994";"801";"11"
"Campos Belos";"2014";"8.296";"9479";"3.085";"9788";"2.771";"52"
"Campos Belos";"2015";" 8.982 ";"9522";" 3.424 ";"9869";" 2.921 ";" 50 "
"Campos Belos";"2016";" 9.555 ";"9553";" 3.702 ";"9939";" 3.021 ";" 56 "
"Campos Belos";"2017";" 10.098 ";"9578";" 3.964 ";"10003";" 3.119 ";" 65 "
"Campos Belos";"2018";"10.649";"9602";"4.197";"10066";"3.250";"64"
"Campos Belos";"2019";"11.030";"9621";"4.370";"10123";"3.334";"62"
"Campos Belos";"2020";"11.463";"9637";"4.615";"10176";"3.410";"60"
"Campos Belos";"2021";"11.955";"9642";"4.860";"10219";"3.491";"61"
"Campos Belos";"2022";"12.581";"9642";"5.096";"10257";"3.610";"65"
"Campos Belos";"2023";"13.175";"9637";"5.318";"10289";"3.775";"65"
"Campos Belos";"2024";"13.877";"9628";"5.569";"10315";"3.984";"64"
"Campos Verdes";"2014";"1.288";"2240";"453";"2170";"534";"2"
"Campos Verdes";"2015";" 1.384 ";"2162";" 512 ";"2104";" 553 ";" 2 "
"Campos Verdes";"2016";" 1.505 ";"2077";" 580 ";"2031";" 582 ";" 2 "
"Campos Verdes";"2017";" 1.555 ";"1998";" 609 ";"1964";" 584 ";" 2 "
"Campos Verdes";"2018";"1.631";"1923";"652";"1901";"592";"3"
"Campos Verdes";"2019";"1.696";"1853";"689";"1842";"604";"3"
"Campos Verdes";"2020";"1.759";"1788";"722";"1788";"612";"3"
"Campos Verdes";"2021";"1.830";"1717";"755";"1727";"620";"5"
"Campos Verdes";"2022";"1.895";"1651";"792";"1671";"629";"5"
"Campos Verdes";"2023";"1.976";"1589";"814";"1618";"654";"5"
"Campos Verdes";"2024";"2.130";"1530";"865";"1569";"696";"6"
"Carmo do Rio Verde";"2014";"4.155";"4766";"1.648";"4603";"1.335";"55"
"Carmo do Rio Verde";"2015";" 4.468 ";"4799";" 1.797 ";"4639";" 1.401 ";" 54 "
"Carmo do Rio Verde";"2016";" 4.592 ";"4829";" 1.834 ";"4670";" 1.422 ";" 53 "
"Carmo do Rio Verde";"2017";" 4.737 ";"4856";" 1.905 ";"4698";" 1.438 ";" 59 "
"Carmo do Rio Verde";"2018";"4.911";"4881";"2.010";"4727";"1.451";"57"
"Carmo do Rio Verde";"2019";"5.114";"4904";"2.113";"4753";"1.482";"55"
"Carmo do Rio Verde";"2020";"5.293";"4923";"2.218";"4776";"1.508";"57"
"Carmo do Rio Verde";"2021";"5.467";"4943";"2.285";"4798";"1.552";"57"
"Carmo do Rio Verde";"2022";"5.669";"4960";"2.373";"4817";"1.574";"61"
"Carmo do Rio Verde";"2023";"5.897";"4973";"2.447";"4834";"1.629";"60"
"Carmo do Rio Verde";"2024";"6.179";"4982";"2.546";"4849";"1.683";"62"
"Castelândia";"2014";"1.007";"1905";"397";"1727";"299";"8"
"Castelândia";"2015";" 1.134 ";"1894";" 498 ";"1726";" 304 ";" 8 "
"Castelândia";"2016";" 1.208 ";"1880";" 535 ";"1716";" 312 ";" 8 "
"Castelândia";"2017";" 1.334 ";"1865";" 601 ";"1706";" 321 ";" 9 "
"Castelândia";"2018";"1.390";"1850";"618";"1698";"321";"12"
"Castelândia";"2019";"1.459";"1835";"651";"1690";"327";"12"
"Castelândia";"2020";"1.570";"1820";"710";"1684";"335";"14"
"Castelândia";"2021";"1.652";"1802";"731";"1671";"346";"16"
"Castelândia";"2022";"1.759";"1785";"771";"1658";"359";"16"
"Castelândia";"2023";"1.824";"1767";"800";"1647";"360";"16"
"Castelândia";"2024";"1.879";"1748";"826";"1635";"360";"18"
"Catalão";"2014";"69.958";"49485";"32.471";"48721";"15.068";"334"
"Catalão";"2015";" 73.708 ";"50807";" 33.881 ";"49954";" 15.670 ";" 385 "
"Catalão";"2016";" 75.101 ";"52132";" 34.316 ";"51212";" 15.918 ";" 387 "
"Catalão";"2017";" 76.350 ";"53444";" 34.923 ";"52452";" 16.116 ";" 383 "
"Catalão";"2018";"79.625";"54764";"36.089";"53696";"16.500";"412"
"Catalão";"2019";"83.200";"56072";"37.246";"54922";"16.846";"419"
"Catalão";"2020";"86.236";"57369";"38.464";"56131";"17.250";"416"
"Catalão";"2021";"88.632";"58682";"39.542";"57380";"17.684";"427"
"Catalão";"2022";"92.621";"59977";"40.697";"58606";"18.284";"449"
"Catalão";"2023";"96.839";"61253";"41.991";"59810";"18.829";"486"
"Catalão";"2024";"101.133";"62511";"43.395";"60990";"19.487";"456"
"Caturaí";"2014";"1.989";"2502";"886";"2392";"456";"7"
"Caturaí";"2015";" 2.135 ";"2517";" 964 ";"2410";" 473 ";" 8 "
"Caturaí";"2016";" 2.200 ";"2528";" 981 ";"2420";" 476 ";" 8 "
"Caturaí";"2017";" 2.282 ";"2537";" 1.023 ";"2430";" 486 ";" 8 "
"Caturaí";"2018";"2.361";"2547";"1.068";"2441";"498";"9"
"Caturaí";"2019";"2.468";"2555";"1.111";"2451";"526";"10"
"Caturaí";"2020";"2.637";"2563";"1.208";"2462";"543";"10"
"Caturaí";"2021";"2.749";"2568";"1.278";"2466";"573";"11"
"Caturaí";"2022";"2.836";"2571";"1.307";"2470";"610";"10"
"Caturaí";"2023";"2.942";"2573";"1.336";"2473";"640";"10"
"Caturaí";"2024";"3.102";"2575";"1.376";"2476";"663";"8"
"Cavalcante";"2014";"1.189";"4998";"436";"4609";"384";"5"
"Cavalcante";"2015";" 1.325 ";"4995";" 480 ";"4624";" 438 ";" 5 "
"Cavalcante";"2016";" 1.453 ";"4992";" 524 ";"4636";" 476 ";" 5 "
"Cavalcante";"2017";" 1.563 ";"4986";" 576 ";"4646";" 504 ";" 6 "
"Cavalcante";"2018";"1.670";"4980";"607";"4658";"538";"6"
"Cavalcante";"2019";"1.769";"4972";"653";"4668";"567";"6"
"Cavalcante";"2020";"1.899";"4961";"711";"4676";"593";"6"
"Cavalcante";"2021";"2.043";"4953";"783";"4683";"619";"6"
"Cavalcante";"2022";"2.193";"4942";"832";"4688";"664";"7"
"Cavalcante";"2023";"2.341";"4928";"881";"4691";"709";"7"
"Cavalcante";"2024";"2.507";"4911";"938";"4693";"766";"7"
"Ceres";"2014";"18.452";"10372";"7.919";"10894";"5.277";"46"
"Ceres";"2015";" 18.823 ";"10376";" 8.015 ";"10925";" 5.363 ";" 49 "
"Ceres";"2016";" 19.043 ";"10375";" 8.021 ";"10945";" 5.467 ";" 47 "
"Ceres";"2017";" 19.307 ";"10366";" 8.026 ";"10960";" 5.551 ";" 52 "
"Ceres";"2018";"19.740";"10355";"8.127";"10973";"5.672";"59"
"Ceres";"2019";"20.295";"10339";"8.280";"10982";"5.816";"59"
